frase_limpa,classe,fonte,frase
aplicativo muito funcional e intuitivo para qualquer idade,Positiva,ChatGPT,Aplicativo muito funcional e intuitivo para qualquer idade.
o mapa do aplicativo está sempre desatualizado e errado,Negativa,Gemini,O mapa do aplicativo está sempre desatualizado e errado.
configurações avançadas disponíveis sem complicar a experiência básica,Positiva,Claude,Configurações avançadas disponíveis sem complicar a experiência básica.
aplicativos de produtividade possuem calendário integrado,Neutra,ChatGPT,Aplicativos de produtividade possuem calendário integrado.
meus amigos me indicaram e eu também vou indicar para todos,Positiva,Gemini,Meus amigos me indicaram e eu também vou indicar para todos.
aplicativo muito bem programado sem bugs aparentes,Positiva,Gemini,"Aplicativo muito bem programado, sem bugs aparentes."
a integração com outros aplicativos do meu celular é excelente,Positiva,Gemini,A integração com outros aplicativos do meu celular é excelente.
muita publicidade estraga totalmente a experiência do usuário,Negativa,Gemini,"Muita publicidade, estraga totalmente a experiência do usuário."
aplicativos móveis podem ser instalados por lojas digitais em smartphones,Neutra,ChatGPT,Aplicativos móveis podem ser instalados por lojas digitais em smartphones.
alguns aplicativos possuem painel administrativo,Neutra,ChatGPT,Alguns aplicativos possuem painel administrativo.
experiência excelente desde o primeiro uso do aplicativo,Positiva,ChatGPT,Experiência excelente desde o primeiro uso do aplicativo.
aplicativos de controle financeiro categorizam as despesas mensais do usuário em gráficos e tabelas,Neutra,Gemini,Aplicativos de controle financeiro categorizam as despesas mensais do usuário em gráficos e tabelas.
impossível usar com uma mão só botões mal posicionados,Negativa,Claude,"Impossível usar com uma mão só, botões mal posicionados."
terrível me arrependi amargamente de ter instalado,Negativa,Gemini,"Terrível, me arrependi amargamente de ter instalado."
as atualizações não corrigem os problemas antigos,Negativa,ChatGPT,As atualizações não corrigem os problemas antigos.
impossível excluir minha conta não existe essa opção,Negativa,Claude,"Impossível excluir minha conta, não existe essa opção."
a tela congela e nenhum botão responde aos toques,Negativa,Gemini,A tela congela e nenhum botão responde aos toques.
experiência consistente entre todas as versões e atualizações lançadas,Positiva,Claude,Experiência consistente entre todas as versões e atualizações lançadas.
recebi produto errado mas o app não tem opção de reclamação,Negativa,Claude,Recebi produto errado mas o app não tem opção de reclamação.
os erros frequentes comprometem toda a experiência,Negativa,ChatGPT,Os erros frequentes comprometem toda a experiência.
aplicativos móveis podem ser baixados diretamente pelas lojas oficiais,Neutra,Gemini,Aplicativos móveis podem ser baixados diretamente pelas lojas oficiais.
alguns aplicativos armazenam dados localmente no dispositivo,Neutra,ChatGPT,Alguns aplicativos armazenam dados localmente no dispositivo.
monitores de ciclo menstrual registram datas e variações fisiológicas ao longo do mês,Neutra,Gemini,Monitores de ciclo menstrual registram datas e variações fisiológicas ao longo do mês.
o aplicativo usa dados móveis excessivos em segundo plano,Negativa,Claude,O aplicativo usa dados móveis excessivos em segundo plano.
recursos úteis e interface extremamente amigável,Positiva,ChatGPT,Recursos úteis e interface extremamente amigável.
não tem suporte a rotação de tela o que dificulta muito,Negativa,Gemini,"Não tem suporte a rotação de tela, o que dificulta muito."
aplicativos móveis utilizam diferentes frameworks,Neutra,ChatGPT,Aplicativos móveis utilizam diferentes frameworks.
as funções gratuitas já são mais do que suficientes para mim,Positiva,Gemini,As funções gratuitas já são mais do que suficientes para mim.
alguns aplicativos utilizam geolocalização contínua,Neutra,ChatGPT,Alguns aplicativos utilizam geolocalização contínua.
ótima experiência de uso sem complicações desnecessárias,Positiva,ChatGPT,"Ótima experiência de uso, sem complicações desnecessárias."
o tiktok registrou mais de bilhões de downloads em todo o mundo,Neutra,Claude,O TikTok registrou mais de 3 bilhões de downloads em todo o mundo.
recebo atualizações frequentes com novas funções muito úteis,Positiva,Claude,Recebo atualizações frequentes com novas funções muito úteis.
aplicativo completo e muito intuitivo para iniciantes,Positiva,ChatGPT,Aplicativo completo e muito intuitivo para iniciantes.
aplicativos de papéis de parede fornecem imagens de fundo para a tela do celular,Neutra,Gemini,Aplicativos de papéis de parede fornecem imagens de fundo para a tela do celular.
a versão premium vale cada centavo investido sem dúvida,Positiva,Claude,A versão premium vale cada centavo investido sem dúvida.
aplicativos de streaming reproduzem séries e filmes,Neutra,ChatGPT,Aplicativos de streaming reproduzem séries e filmes.
a experiência de navegação é lenta e irritante,Negativa,ChatGPT,A experiência de navegação é lenta e irritante.
design horrível parece que foi feito por amadores,Negativa,Gemini,"Design horrível, parece que foi feito por amadores."
aplicativos móveis podem funcionar em modo retrato,Neutra,ChatGPT,Aplicativos móveis podem funcionar em modo retrato.
melhor app da categoria com atualizações constantes que trazem novidades incríveis e melhoram ainda mais o desempenho no dia a dia,Positiva,Gemini,"Melhor app da categoria, com atualizações constantes que trazem novidades incríveis e melhoram ainda mais o desempenho no dia a dia."
não permite exportar os arquivos em formatos decentes,Negativa,Gemini,Não permite exportar os arquivos em formatos decentes.
o suporte técnico é extremamente educado e eficiente,Positiva,Gemini,O suporte técnico é extremamente educado e eficiente.
o google maps oferece rotas para carro transporte público bicicleta e a pé,Neutra,Claude,"O Google Maps oferece rotas para carro, transporte público, bicicleta e a pé."
demora mais de segundos para abrir inaceitável,Negativa,Claude,"Demora mais de 30 segundos para abrir, inaceitável."
o app pede permissões desnecessárias que violam minha privacidade,Negativa,Claude,O app pede permissões desnecessárias que violam minha privacidade.
alguns aplicativos exigem conexão constante com a internet,Neutra,ChatGPT,Alguns aplicativos exigem conexão constante com a internet.
a integração com a conta do google está quebrada,Negativa,Gemini,A integração com a conta do Google está quebrada.
recursos poderosos que funcionam exatamente como prometido,Positiva,Claude,Recursos poderosos que funcionam exatamente como prometido.
alguns aplicativos de corrida utilizam o sinal gps para mapear a rota percorrida,Neutra,Gemini,Alguns aplicativos de corrida utilizam o sinal GPS para mapear a rota percorrida.
o google assistant e a siri são assistentes de voz integrados a aplicativos,Neutra,Claude,O Google Assistant e a Siri são assistentes de voz integrados a aplicativos.
promete várias funções mas não entrega nem a metade,Negativa,Gemini,"Promete várias funções, mas não entrega nem a metade."
gostei muito da praticidade oferecida diariamente,Positiva,ChatGPT,Gostei muito da praticidade oferecida diariamente.
muito instável fecha quando tento acessar as configurações,Negativa,Gemini,"Muito instável, fecha quando tento acessar as configurações."
excelente aplicativo com ótima experiência de navegação,Positiva,ChatGPT,Excelente aplicativo com ótima experiência de navegação.
as avaliações positivas parecem falsas experiência real é péssima,Negativa,Claude,"As avaliações positivas parecem falsas, experiência real é péssima."
a privacidade dos dados é tratada com muita seriedade aqui,Positiva,Gemini,A privacidade dos dados é tratada com muita seriedade aqui.
o aplicativo fecha sozinho após atualizações recentes,Negativa,ChatGPT,O aplicativo fecha sozinho após atualizações recentes.
recursos incríveis e interface muito agradável visualmente,Positiva,ChatGPT,Recursos incríveis e interface muito agradável visualmente.
joysticks virtuais são desenhados na tela do dispositivo em grande parte dos jogos de ação,Neutra,Gemini,Joysticks virtuais são desenhados na tela do dispositivo em grande parte dos jogos de ação.
aplicativos podem ser distribuídos fora das lojas oficiais em arquivos apk no android,Neutra,Claude,Aplicativos podem ser distribuídos fora das lojas oficiais em arquivos APK no Android.
tento recuperar a senha e o email nunca chega,Negativa,Gemini,Tento recuperar a senha e o e-mail nunca chega.
o workana é uma plataforma de freelance popular na américa latina,Neutra,Claude,O Workana é uma plataforma de freelance popular na América Latina.
o moovit oferece informações de transporte coletivo em mais de cidades,Neutra,Claude,O Moovit oferece informações de transporte coletivo em mais de 3.500 cidades.
gostei muito da navegação simples e eficiente,Positiva,ChatGPT,Gostei muito da navegação simples e eficiente.
economiza bateria enquanto entrega performance de alto nível,Positiva,Claude,Economiza bateria enquanto entrega performance de alto nível.
o mercado livre é uma plataforma de compras com aplicativo disponível no brasil,Neutra,Claude,O Mercado Livre é uma plataforma de compras com aplicativo disponível no Brasil.
erro aparece toda vez que tento acessar minha conta,Negativa,Claude,Erro 404 aparece toda vez que tento acessar minha conta.
fica carregando infinitamente e nunca mostra o resultado,Negativa,Gemini,Fica carregando infinitamente e nunca mostra o resultado.
a google play store é a principal loja de aplicativos para dispositivos android,Neutra,Gemini,A Google Play Store é a principal loja de aplicativos para dispositivos Android.
o aplicativo reinicia sozinho no meio das minhas tarefas,Negativa,Claude,O aplicativo reinicia sozinho no meio das minhas tarefas.
bateria vai de cem a zero muito rápido quando uso o app,Negativa,Gemini,Bateria vai de cem a zero muito rápido quando uso o app.
o aplicativo não reconhece corretamente os comandos de voz,Negativa,ChatGPT,O aplicativo não reconhece corretamente os comandos de voz.
o contador de calorias calcula errado valores absurdos,Negativa,Claude,"O contador de calorias calcula errado, valores absurdos."
performance não cai mesmo depois de semanas de uso contínuo,Positiva,Claude,Performance não cai mesmo depois de semanas de uso contínuo.
anúncios aparecem em tela cheia sem botão de fechar visível,Negativa,Claude,Anúncios aparecem em tela cheia sem botão de fechar visível.
o preço da versão pro é abusivo para o que oferece,Negativa,Gemini,O preço da versão pro é abusivo para o que oferece.
o app some da tela inicial sem eu desinstalar,Negativa,Claude,O app some da tela inicial sem eu desinstalar.
abuso total de anúncios desrespeito com quem baixa,Negativa,Gemini,"Abuso total de anúncios, desrespeito com quem baixa."
simplesmente parou de abrir no meu celular após a atualização,Negativa,Gemini,Simplesmente parou de abrir no meu celular após a atualização.
o mapa de entrega mostra o entregador parado quando ele se moveu,Negativa,Claude,O mapa de entrega mostra o entregador parado quando ele se moveu.
alguns aplicativos oferecem suporte por chat,Neutra,ChatGPT,Alguns aplicativos oferecem suporte por chat.
aplicativos de calendário organizam compromissos e eventos,Neutra,ChatGPT,Aplicativos de calendário organizam compromissos e eventos.
aplicativos de navegação marítima exibem cartas náuticas e rotas para embarcações,Neutra,Claude,Aplicativos de navegação marítima exibem cartas náuticas e rotas para embarcações.
não consigo conectar com minha conta google de jeito nenhum,Negativa,Claude,Não consigo conectar com minha conta Google de jeito nenhum.
aplicativos de meditação fornecem faixas de áudio guiadas com sons da natureza,Neutra,Gemini,Aplicativos de meditação fornecem faixas de áudio guiadas com sons da natureza.
alguns aplicativos requerem conexão com a internet para funcionar adequadamente,Neutra,Gemini,Alguns aplicativos requerem conexão com a internet para funcionar adequadamente.
a facilidade de cancelar a assinatura mostra o respeito ao cliente,Positiva,Gemini,A facilidade de cancelar a assinatura mostra o respeito ao cliente.
recebo erro de autenticação mesmo com login e senha corretos,Negativa,Claude,Recebo erro de autenticação mesmo com login e senha corretos.
microtransações são sistemas comuns para adquirir itens virtuais dentro dos aplicativos de jogos,Neutra,Gemini,Microtransações são sistemas comuns para adquirir itens virtuais dentro dos aplicativos de jogos.
encontrei comunidade incrível de usuários dentro do próprio app,Positiva,Claude,Encontrei comunidade incrível de usuários dentro do próprio app.
o aplicativo pede atualização todo dia é cansativo demais,Negativa,Claude,"O aplicativo pede atualização todo dia, é cansativo demais."
o aplicativo funciona muito bem mesmo com internet fraca,Positiva,Gemini,O aplicativo funciona muito bem mesmo com internet fraca.
a interface parece desorganizada e ultrapassada,Negativa,ChatGPT,A interface parece desorganizada e ultrapassada.
fui obrigado a assistir três propagandas só para abrir o menu,Negativa,Gemini,Fui obrigado a assistir três propagandas só para abrir o menu.
aplicativos de meditação guiam o usuário por exercícios de respiração e atenção plena,Neutra,Claude,Aplicativos de meditação guiam o usuário por exercícios de respiração e atenção plena.
configuração de preferências salva na nuvem nunca perco minhas escolhas,Positiva,Claude,"Configuração de preferências salva na nuvem, nunca perco minhas escolhas."
performance de câmera integrada muito acima do esperado,Positiva,Claude,Performance de câmera integrada muito acima do esperado.
alguns aplicativos possuem integração com redes sociais,Neutra,ChatGPT,Alguns aplicativos possuem integração com redes sociais.
o aplicativo não sincroniza mensagens corretamente,Negativa,ChatGPT,O aplicativo não sincroniza mensagens corretamente.
as recomendações personalizadas parecem ler a minha mente,Positiva,Gemini,As recomendações personalizadas parecem ler a minha mente.
separação de conteúdo por categorias muito bem pensada e útil,Positiva,Claude,Separação de conteúdo por categorias muito bem pensada e útil.
aplicativos podem ser gratuitos pagos ou baseados em assinaturas,Neutra,Claude,"Aplicativos podem ser gratuitos, pagos ou baseados em assinaturas."
o aplicativo demora para processar ações simples,Negativa,ChatGPT,O aplicativo demora para processar ações simples.
a precisão do gps integrado é a melhor que já vi,Positiva,Gemini,A precisão do GPS integrado é a melhor que já vi.
aplicativos de mapeamento coletivo permitem que usuários relatem problemas urbanos,Neutra,Claude,Aplicativos de mapeamento coletivo permitem que usuários relatem problemas urbanos.
a funcionalidade de leitura offline salva a minha vida no metrô,Positiva,Gemini,A funcionalidade de leitura offline salva a minha vida no metrô.
comunicação clara dentro do app nada confunde o usuário,Positiva,Claude,"Comunicação clara dentro do app, nada confunde o usuário."
alguns aplicativos suportam integração com calendário externo,Neutra,ChatGPT,Alguns aplicativos suportam integração com calendário externo.
não existe versão em português interface toda em inglês,Negativa,Claude,"Não existe versão em português, interface toda em inglês."
aplicativos podem utilizar reconhecimento de texto,Neutra,ChatGPT,Aplicativos podem utilizar reconhecimento de texto.
aplicativo extremamente útil e muito confiável,Positiva,ChatGPT,Aplicativo extremamente útil e muito confiável.
não consigo adicionar segundo cartão de crédito na conta,Negativa,Claude,Não consigo adicionar segundo cartão de crédito na conta.
aplicativos de tradução suportam dezenas de idiomas simultâneos,Neutra,Claude,Aplicativos de tradução suportam dezenas de idiomas simultâneos.
aplicativos de antivírus escaneiam os arquivos do dispositivo móvel em busca de assinaturas de malware,Neutra,Gemini,Aplicativos de antivírus escaneiam os arquivos do dispositivo móvel em busca de assinaturas de malware.
gostei bastante da qualidade geral do aplicativo,Positiva,ChatGPT,Gostei bastante da qualidade geral do aplicativo.
filtros de pesquisa somem ao voltar para a tela anterior,Negativa,Claude,Filtros de pesquisa somem ao voltar para a tela anterior.
a última atualização estragou tudo o que o app tinha de bom,Negativa,Gemini,A última atualização estragou tudo o que o app tinha de bom.
o bookingcom e o airbnb são plataformas de hospedagem com aplicativo móvel,Neutra,Claude,O Booking.com e o Airbnb são plataformas de hospedagem com aplicativo móvel.
localizadores de dispositivos emitem comandos de alerta sonoro e plotam a última coordenada no mapa,Neutra,Gemini,Localizadores de dispositivos emitem comandos de alerta sonoro e plotam a última coordenada no mapa.
a renovação automática não tem botão para ser desativada,Negativa,Gemini,A renovação automática não tem botão para ser desativada.
o sistema de conquistas e badges me mantém muito motivado,Positiva,Gemini,O sistema de conquistas e badges me mantém muito motivado.
as notificações sonoras não funcionam direito,Negativa,ChatGPT,As notificações sonoras não funcionam direito.
compatível com meu smartwatch integração perfeita entre dispositivos,Positiva,Claude,"Compatível com meu smartwatch, integração perfeita entre dispositivos."
design moderno e elegante dá gosto de abrir o aplicativo,Positiva,Claude,"Design moderno e elegante, dá gosto de abrir o aplicativo."
sem propagandas invasivas que interrompam o fluxo de trabalho,Positiva,Claude,Sem propagandas invasivas que interrompam o fluxo de trabalho.
gostei bastante da organização e facilidade de navegação,Positiva,ChatGPT,Gostei bastante da organização e facilidade de navegação.
banners publicitários geralmente aparecem na parte superior ou inferior da tela do aplicativo,Neutra,Gemini,Banners publicitários geralmente aparecem na parte superior ou inferior da tela do aplicativo.
recebi notificações de outro usuário falha grave de segurança,Negativa,Claude,"Recebi notificações de outro usuário, falha grave de segurança."
funcionalidades gratuitas já entregam muito valor para o usuário,Positiva,Claude,Funcionalidades gratuitas já entregam muito valor para o usuário.
gostei muito da experiência visual e desempenho,Positiva,ChatGPT,Gostei muito da experiência visual e desempenho.
meu saldo sumiu após a última atualização sem explicação,Negativa,Claude,Meu saldo sumiu após a última atualização sem explicação.
alguns aplicativos permitem backup automático,Neutra,ChatGPT,Alguns aplicativos permitem backup automático.
sistema de avaliação interno justo e bem estruturado,Positiva,Claude,Sistema de avaliação interno justo e bem estruturado.
aplicativos de mensagens suportam emojis e stickers,Neutra,ChatGPT,Aplicativos de mensagens suportam emojis e stickers.
o app registra minha localização mesmo quando está fechado,Negativa,Claude,O app registra minha localização mesmo quando está fechado.
aplicativos de segurança residencial enviam alertas de movimento em tempo real,Neutra,Claude,Aplicativos de segurança residencial enviam alertas de movimento em tempo real.
funcionalidade de lembretes não dispara na hora configurada,Negativa,Claude,Funcionalidade de lembretes não dispara na hora configurada.
impossível usar fecha a cada dois minutos de uso,Negativa,Gemini,"Impossível usar, fecha a cada dois minutos de uso."
ordenação e filtragem de conteúdo extremamente precisa e rápida,Positiva,Claude,Ordenação e filtragem de conteúdo extremamente precisa e rápida.
o scroll é extremamente lento e travado nessa versão,Negativa,Claude,O scroll é extremamente lento e travado nessa versão.
uso todos os dias e não consigo mais viver sem ele,Positiva,Gemini,Uso todos os dias e não consigo mais viver sem ele.
a estabilidade do aplicativo é péssima,Negativa,ChatGPT,A estabilidade do aplicativo é péssima.
recebo notificações de pedidos de outras pessoas sério problema de privacidade,Negativa,Claude,"Recebo notificações de pedidos de outras pessoas, sério problema de privacidade."
aplicativos de vídeo permitem ajuste de qualidade,Neutra,ChatGPT,Aplicativos de vídeo permitem ajuste de qualidade.
aplicativo muito funcional e fácil de navegar,Positiva,ChatGPT,Aplicativo muito funcional e fácil de navegar.
as mensagens chegam fora de ordem frequentemente,Negativa,ChatGPT,As mensagens chegam fora de ordem frequentemente.
recursos que continuam surpreendendo depois de meses de uso diário,Positiva,Claude,Recursos que continuam surpreendendo depois de meses de uso diário.
o consumo de rede em segundo plano é um absurdo,Negativa,Gemini,O consumo de rede em segundo plano é um absurdo.
aplicativos de produtividade organizam tarefas pessoais,Neutra,ChatGPT,Aplicativos de produtividade organizam tarefas pessoais.
o app remove permissões concedidas após cada atualização,Negativa,Claude,O app remove permissões concedidas após cada atualização.
função de copiar código de desconto não funciona,Negativa,Claude,Função de copiar código de desconto não funciona.
planilhas móveis possibilitam a visualização e edição de dados tabulares em telas menores,Neutra,Gemini,Planilhas móveis possibilitam a visualização e edição de dados tabulares em telas menores.
aplicativos de ponto eletrônico registram a jornada de trabalho dos funcionários,Neutra,Claude,Aplicativos de ponto eletrônico registram a jornada de trabalho dos funcionários.
não consigo remover itens do carrinho depois de adicionálos,Negativa,Claude,Não consigo remover itens do carrinho depois de adicioná-los.
não há como reportar conteúdo inadequado facilmente,Negativa,Claude,Não há como reportar conteúdo inadequado facilmente.
a qualidade gráfica é muito superior à dos concorrentes,Positiva,Gemini,A qualidade gráfica é muito superior à dos concorrentes.
o aplicativo trava durante chamadas de voz,Negativa,ChatGPT,O aplicativo trava durante chamadas de voz.
recursos úteis e ótima estabilidade durante o uso,Positiva,ChatGPT,Recursos úteis e ótima estabilidade durante o uso.
aplicativos com foco infantil geralmente contêm atividades para o desenvolvimento de habilidades cognitivas e motoras,Neutra,Gemini,Aplicativos com foco infantil geralmente contêm atividades para o desenvolvimento de habilidades cognitivas e motoras.
o app demora mais para carregar do que abrir o navegador,Negativa,Claude,O app demora mais para carregar do que abrir o navegador.
não tem fluidez nenhuma rolar a tela é um sacrifício,Negativa,Gemini,"Não tem fluidez nenhuma, rolar a tela é um sacrifício."
o aplicativo congela durante chamadas importantes,Negativa,ChatGPT,O aplicativo congela durante chamadas importantes.
alguns aplicativos possuem modo escuro,Neutra,ChatGPT,Alguns aplicativos possuem modo escuro.
alguns aplicativos oferecem reembolso caso o usuário solicite dentro de um prazo específico,Neutra,Gemini,Alguns aplicativos oferecem reembolso caso o usuário solicite dentro de um prazo específico.
alguns aplicativos possuem login automático,Neutra,ChatGPT,Alguns aplicativos possuem login automático.
não existe opção de alterar o idioma nas configurações,Negativa,Claude,Não existe opção de alterar o idioma nas configurações.
aplicativo excelente com ótimo desempenho no celular,Positiva,ChatGPT,Aplicativo excelente com ótimo desempenho no celular.
aplicativos de pdf permitem anotações destaques e preenchimento de formulários,Neutra,Claude,"Aplicativos de PDF permitem anotações, destaques e preenchimento de formulários."
aplicativos de vídeo permitem reprodução acelerada,Neutra,ChatGPT,Aplicativos de vídeo permitem reprodução acelerada.
o aplicativo não permite usar biometria para login,Negativa,Claude,O aplicativo não permite usar biometria para login.
o consumo de memória ram é exagerado,Negativa,ChatGPT,O consumo de memória RAM é exagerado.
o aplicativo some do histórico de downloads sem motivo,Negativa,Claude,O aplicativo some do histórico de downloads sem motivo.
aplicativo confiável e com recursos realmente úteis,Positiva,ChatGPT,Aplicativo confiável e com recursos realmente úteis.
alguns aplicativos utilizam aprendizado de máquina,Neutra,ChatGPT,Alguns aplicativos utilizam aprendizado de máquina.
alguns aplicativos de leitura oferecem a função técnica de conversão de texto em voz,Neutra,Gemini,Alguns aplicativos de leitura oferecem a função técnica de conversão de texto em voz.
as opções de exportação de arquivos são muito versáteis,Positiva,Gemini,As opções de exportação de arquivos são muito versáteis.
aplicativo bonito e extremamente eficiente nas tarefas,Positiva,ChatGPT,Aplicativo bonito e extremamente eficiente nas tarefas.
o desempenho em jogos dentro da plataforma é muito suave,Positiva,Gemini,O desempenho em jogos dentro da plataforma é muito suave.
aplicativos de rastreamento de veículos exibem a posição em tempo real no mapa,Neutra,Claude,Aplicativos de rastreamento de veículos exibem a posição em tempo real no mapa.
aplicativos de controle parental restringem o uso de certos recursos do celular mediante configuração prévia,Neutra,Gemini,Aplicativos de controle parental restringem o uso de certos recursos do celular mediante configuração prévia.
uma estrela é muito para esse aplicativo desastroso,Negativa,Gemini,Uma estrela é muito para esse aplicativo desastroso.
o anúncio trava no final e não deixa voltar para o aplicativo,Negativa,Gemini,O anúncio trava no final e não deixa voltar para o aplicativo.
os botões são pequenos demais acabo clicando errado sempre,Negativa,Gemini,"Os botões são pequenos demais, acabo clicando errado sempre."
aplicativos de tarefas permitem criar lembretes,Neutra,ChatGPT,Aplicativos de tarefas permitem criar lembretes.
o aplicativo não permite múltiplos perfis na mesma conta,Negativa,Claude,O aplicativo não permite múltiplos perfis na mesma conta.
fez meu nível de produtividade aumentar absurdamente,Positiva,Gemini,Fez meu nível de produtividade aumentar absurdamente.
aplicativos de criptomoedas exibem cotações e permitem transações em blockchain,Neutra,Claude,Aplicativos de criptomoedas exibem cotações e permitem transações em blockchain.
lento demais perco a paciência só de tentar usar,Negativa,Gemini,"Lento demais, perco a paciência só de tentar usar."
gosto muito das dicas e tutoriais que aparecem no aplicativo,Positiva,Gemini,Gosto muito das dicas e tutoriais que aparecem no aplicativo.
imagens do produto no app são totalmente diferentes do real,Negativa,Claude,Imagens do produto no app são totalmente diferentes do real.
cadastro pede dados demais para uma função simples,Negativa,Claude,Cadastro pede dados demais para uma função simples.
app gratuito que entrega mais valor que muitos pagos,Positiva,Claude,App gratuito que entrega mais valor que muitos pagos.
a autenticação em duas etapas me passa muita segurança,Positiva,Gemini,A autenticação em duas etapas me passa muita segurança.
o aplicativo não funciona corretamente em segundo plano,Negativa,ChatGPT,O aplicativo não funciona corretamente em segundo plano.
o linkedin e o indeed são plataformas de recrutamento com aplicativo móvel,Neutra,Claude,O LinkedIn e o Indeed são plataformas de recrutamento com aplicativo móvel.
é impressionante a quantidade de funções gratuitas disponíveis,Positiva,Gemini,É impressionante a quantidade de funções gratuitas disponíveis.
ótima estabilidade e desempenho em qualquer situação,Positiva,ChatGPT,Ótima estabilidade e desempenho em qualquer situação.
o aplicativo trava constantemente e não consigo completar nenhuma tarefa,Negativa,Claude,O aplicativo trava constantemente e não consigo completar nenhuma tarefa.
tutorial inicial claro e objetivo aprendi a usar em minutos,Positiva,Claude,"Tutorial inicial claro e objetivo, aprendi a usar em minutos."
atualizações corrigem um bug e criam três outros no lugar,Negativa,Claude,Atualizações corrigem um bug e criam três outros no lugar.
aplicativo intuitivo e com recursos muito interessantes,Positiva,ChatGPT,Aplicativo intuitivo e com recursos muito interessantes.
o google notícias organiza artigos com base nos interesses do usuário,Neutra,Claude,O Google Notícias organiza artigos com base nos interesses do usuário.
gerenciamento de armazenamento eficiente não enche a memória do celular,Positiva,Claude,"Gerenciamento de armazenamento eficiente, não enche a memória do celular."
alguns aplicativos possuem integração com smartwatch,Neutra,ChatGPT,Alguns aplicativos possuem integração com smartwatch.
o govbr é a plataforma digital do governo federal brasileiro com aplicativo móvel,Neutra,Claude,O Gov.br é a plataforma digital do governo federal brasileiro com aplicativo móvel.
aplicativos de banco exibem saldo em tempo real,Neutra,ChatGPT,Aplicativos de banco exibem saldo em tempo real.
alguns aplicativos suportam temas personalizados,Neutra,ChatGPT,Alguns aplicativos suportam temas personalizados.
os widgets disponíveis para a tela inicial são fantásticos,Positiva,Gemini,Os widgets disponíveis para a tela inicial são fantásticos.
app que evoluiu muito desde a primeira versão que usei,Positiva,Claude,App que evoluiu muito desde a primeira versão que usei.
o aplicativo fecha sozinho sempre que tento enviar mensagens,Negativa,ChatGPT,O aplicativo fecha sozinho sempre que tento enviar mensagens.
o teclado virtual do app tem uma digitação muito precisa,Positiva,Gemini,O teclado virtual do app tem uma digitação muito precisa.
aplicativos móveis podem registrar logs de atividade,Neutra,ChatGPT,Aplicativos móveis podem registrar logs de atividade.
formulário de contato retorna erro ao enviar qualquer mensagem,Negativa,Claude,Formulário de contato retorna erro ao enviar qualquer mensagem.
aplicativos de emergência podem acionar serviços de socorro com um único toque,Neutra,Claude,Aplicativos de emergência podem acionar serviços de socorro com um único toque.
aplicativos de áudio permitem controle por voz,Neutra,ChatGPT,Aplicativos de áudio permitem controle por voz.
os usuários podem gerenciar as notificações de aplicativos nas configurações do sistema,Neutra,Gemini,Os usuários podem gerenciar as notificações de aplicativos nas configurações do sistema.
tentei cancelar assinatura há semanas e ainda estou sendo cobrado,Negativa,Claude,Tentei cancelar assinatura há semanas e ainda estou sendo cobrado.
aplicativos de carteira digital armazenam informações de cartões de crédito e débito,Neutra,Gemini,Aplicativos de carteira digital armazenam informações de cartões de crédito e débito.
o aplicativo manteve a alta qualidade mesmo após as atualizações recentes,Positiva,Gemini,O aplicativo manteve a alta qualidade mesmo após as atualizações recentes.
insuportável a quantidade de propagandas nesse aplicativo,Negativa,Gemini,Insuportável a quantidade de propagandas nesse aplicativo.
o timer do aplicativo continua rodando mesmo após encerrar,Negativa,Claude,O timer do aplicativo continua rodando mesmo após encerrar.
aplicativos de transporte mostram tempo estimado,Neutra,ChatGPT,Aplicativos de transporte mostram tempo estimado.
não há opção de favoritar itens para ver depois,Negativa,Gemini,Não há opção de favoritar itens para ver depois.
consegui migrar do concorrente sem perder nenhum dado importante,Positiva,Claude,Consegui migrar do concorrente sem perder nenhum dado importante.
ótima performance e excelente estabilidade no celular,Positiva,ChatGPT,Ótima performance e excelente estabilidade no celular.
modo offline robusto uso tranquilamente sem internet disponível,Positiva,Claude,"Modo offline robusto, uso tranquilamente sem internet disponível."
experiência positiva desde a instalação até o uso contínuo,Positiva,ChatGPT,Experiência positiva desde a instalação até o uso contínuo.
aplicativos podem utilizar armazenamento em cache,Neutra,ChatGPT,Aplicativos podem utilizar armazenamento em cache.
propaganda a cada dois cliques impossível usar com tranquilidade,Negativa,Claude,"Propaganda a cada dois cliques, impossível usar com tranquilidade."
a qualidade do atendimento dentro do aplicativo é ruim,Negativa,ChatGPT,A qualidade do atendimento dentro do aplicativo é ruim.
aplicativos de compras utilizam notificações para alertar sobre promoções e cupons,Neutra,Claude,Aplicativos de compras utilizam notificações para alertar sobre promoções e cupons.
mesmo em um celular potente o desempenho é pífio,Negativa,Gemini,"Mesmo em um celular potente, o desempenho é pífio."
aplicativos de bloco de notas permitem a criação de textos curtos e listas,Neutra,Gemini,Aplicativos de bloco de notas permitem a criação de textos curtos e listas.
deletando agora mesmo não vale o espaço que ocupa,Negativa,Gemini,"Deletando agora mesmo, não vale o espaço que ocupa."
editores de vídeo permitem a junção de vários clipes na mesma linha do tempo,Neutra,Gemini,Editores de vídeo permitem a junção de vários clipes na mesma linha do tempo.
aplicativos de dieta permitem o monitoramento do consumo de calorias e macronutrientes,Neutra,Gemini,Aplicativos de dieta permitem o monitoramento do consumo de calorias e macronutrientes.
